pass_id,sat_id,pass_num,timestamp,duration_min,orbital_mode,ground_station,battery_voltage,solar_current,power_bus_voltage,battery_soc,battery_temp,obc_temp,solar_panel_temp,attitude_error,angular_velocity,wheel_speed,rssi,ber,link_margin,cpu_usage,memory_usage,uptime_sec,error_count,operator_note,scenario_name
PASS-1276,SAT-2023,6,2026-06-30T11:00:00Z,9.29,eclipse,GS-ADELAIDE,25.54,0.01,5.02,69,21,27.5,-56.9,0.193,0.138,-1284,-74.2,4.01E-07,10.2,37.1,47.2,358795,0,"Eclipse duration elevated. Battery drawing down to 25.54V, monitoring charge curve.",Eclipse Stress
PASS-1277,SAT-2023,7,2026-06-30T12:30:00Z,8.64,eclipse,GS-PERTH,25.11,0.01,5.04,63,22.2,25.5,-53.2,0.211,0.145,-1303,-73.8,3.73E-07,9.8,38.4,47.6,364713.4,0,"Eclipse duration elevated. Battery drawing down to 25.11V, monitoring charge curve.",Eclipse Stress
PASS-1278,SAT-2023,8,2026-06-30T14:00:00Z,10.66,eclipse,GS-ADELAIDE,24.69,0.01,4.99,57,20.2,27.5,-52.1,0.222,0.148,-1377,-73.7,4.52E-07,9.4,41.3,44.9,370753,0,"Eclipse duration elevated. Battery drawing down to 24.69V, monitoring charge curve.",Eclipse Stress
PASS-1279,SAT-2023,9,2026-06-30T15:30:00Z,11.32,eclipse,GS-SVALBARD,24.2,0.01,4.98,51,23.2,30,-56,0.233,0.157,-1425,-73.2,4.35E-07,9.4,42.5,45.9,376832.2,0,"Eclipse duration elevated. Battery drawing down to 24.2V, monitoring charge curve.",Eclipse Stress
PASS-1280,SAT-2023,10,2026-06-30T17:00:00Z,10.73,eclipse,GS-SVALBARD,23.79,0.01,5,45,21.6,26.1,-47.9,0.215,0.128,-1380,-74.8,1.90E-07,9.7,41.7,47.2,382876,0,Battery voltage dipped to 23.79V. Discharge slope during eclipse remains high.,Eclipse Battery Warning
PASS-1281,SAT-2024,1,2026-06-30T04:00:00Z,10.14,sunlight,GS-GSOC,27.89,4.18,5.05,93.77,23.2,28.8,63.6,0.201,0.117,-1280,-71.6,6.16E-08,11.4,36.2,50.3,195508,0,All systems healthy in sunlit portion of the orbit.,Nominal Operations
PASS-1282,SAT-2024,2,2026-06-30T05:30:00Z,9.75,sunlight,GS-MASPALOMAS,28.45,4.79,5.03,94.27,21.2,24.1,62.1,0.199,0.122,-1208,-71.6,3.18E-07,11.2,36.9,49.9,201493,0,All solar panels generating power. Charging battery.,Nominal Operations
PASS-1283,SAT-2024,3,2026-06-30T07:00:00Z,10.25,transition,GS-KIRUNA,27.26,1.81,5.03,86.18,24.4,29.9,19,0.21,0.131,-1195,-71.2,2.59E-07,10.3,38.9,50.2,207508,0,"Transition pass, checking battery charge switch-over.",Nominal Operations
PASS-1284,SAT-2024,4,2026-06-30T08:30:00Z,9.74,eclipse,GS-KIRUNA,25.31,0.026,5.08,78.72,19.3,27.6,-50.4,0.264,0.111,-1129,-71.2,2.66E-07,10.7,39.5,51.5,213492.4,0,"Eclipse pass, thermal subsystem maintaining temperature.",Nominal Operations
PASS-1285,SAT-2024,5,2026-06-30T10:00:00Z,9.44,eclipse,GS-PERTH,25.33,0.025,5,76.77,21.6,27.6,-52.2,0.256,0.119,-1086,-71.6,7.73E-08,11.2,40.5,52.1,219458.8,0,Satellite in eclipse. Power subsystem performing within specs.,Nominal Operations
PASS-1286,SAT-2024,6,2026-06-30T11:30:00Z,8.97,transition,GS-SVALBARD,27.06,1.54,4.98,87.23,22,26.2,14.2,0.264,0.113,-1087,-70.8,1.34E-07,11.3,38.8,53.6,225397,0,"Penumbra entry, solar current declining.",Nominal Operations
PASS-1287,SAT-2024,7,2026-06-30T13:00:00Z,8.6,sunlight,GS-PERTH,28.21,4.6,5.02,94.26,23.8,28.4,69.9,0.258,0.101,-1136,-71.3,1.40E-07,10.8,41.4,53.5,231313,0,Battery fully charged. Solar array output nominal.,Nominal Operations
PASS-1288,SAT-2024,8,2026-06-30T14:30:00Z,9.96,sunlight,GS-SVALBARD,28.14,4.53,4.99,95.97,23.1,30.8,67.3,0.296,0.109,-1129,-70.7,3.19E-07,11.2,42.5,55.7,237310.6,0,"Sunlight pass, battery charge rate within predicted models.",Nominal Operations
PASS-1289,SAT-2024,9,2026-06-30T16:00:00Z,10.37,transition,GS-KIRUNA,26.45,1.79,5.03,87.53,21.6,27.7,5,0.319,0.119,-1146,-71.1,2.67E-07,10.6,42.3,54.6,243332.8,0,Orbit penumbra exit. Normal tracking lock.,Nominal Operations
PASS-1290,SAT-2024,10,2026-06-30T17:30:00Z,9.92,eclipse,GS-KIRUNA,25.52,0.022,5.03,77.47,19.4,26.2,-60.2,0.329,0.116,-1079,-71.9,2.73E-07,11,42.8,55.6,249328,0,Battery draw within predicted eclipse profile.,Nominal Operations
PASS-1291,SAT-2025,1,2026-06-30T04:30:00Z,9.2,sunlight,GS-KIRUNA,28.18,4.42,5.04,94.79,22.5,32.6,65.4,0.394,0.072,1107,-71.2,2.27E-07,10.5,30.4,50,153727.4,0,"Sunlight tracking nominal, EPS fully charged.",Nominal Operations
PASS-1292,SAT-2025,2,2026-06-30T06:00:00Z,9.45,sunlight,GS-PERTH,28.2,4.48,5.05,95.79,21.2,27.7,65.7,0.357,0.067,1057,-72.2,2.84E-07,9.5,30.8,51.4,159694.4,0,All systems healthy in sunlit portion of the orbit.,Nominal Operations
PASS-1293,SAT-2025,3,2026-06-30T07:30:00Z,10.15,transition,GS-GSOC,26.84,1.52,5.01,87.33,22.6,30.1,0.2,0.362,0.067,1118,-72.4,1.58E-07,11.7,29.6,48.9,165703.4,0,Orbit penumbra exit. Normal tracking lock.,Nominal Operations
PASS-1294,SAT-2025,4,2026-06-30T09:00:00Z,10.35,eclipse,GS-GSOC,25.69,0.016,5,77.34,22.2,29.5,-45.5,0.383,0.073,1097,-72.3,1.61E-07,10.8,31.7,49.6,171724.4,0,"Standard eclipse operations, thermal nominal.",Nominal Operations
PASS-1295,SAT-2025,5,2026-06-30T10:30:00Z,8.61,eclipse,GS-MASPALOMAS,25.91,0.023,4.97,78.77,24.7,26.7,-58.9,0.412,0.083,1100,-71.2,2.25E-07,9.9,31.1,49.4,177641,0,"Orbital shadow, EPS on battery draw only.",Nominal Operations
PASS-1296,SAT-2025,6,2026-06-30T12:00:00Z,8.92,transition,GS-GSOC,26.65,1.79,5.04,85.84,24.5,26.2,12.6,0.367,0.087,1131,-72.1,1.03E-07,10.4,29.8,50.3,183576.2,0,Orbit penumbra exit. Normal tracking lock.,Nominal Operations
PASS-1297,SAT-2025,7,2026-06-30T13:30:00Z,11.09,sunlight,GS-ADELAIDE,27.98,4.69,5.04,93.09,25.8,28.9,73,0.351,0.101,1109,-71,1.47E-07,10.1,28.8,51.3,189641.6,0,"Solar panel current normal, battery charging.",Nominal Operations
PASS-1298,SAT-2025,8,2026-06-30T15:00:00Z,10.92,sunlight,GS-PERTH,28.39,4.89,5.02,96.07,22.5,29,68,0.338,0.089,1113,-70.6,4.01E-07,10.2,27.6,50.3,195696.8,0,Battery fully charged. Solar array output nominal.,Nominal Operations
PASS-1299,SAT-2025,9,2026-06-30T16:30:00Z,10.91,transition,GS-SVALBARD,26.96,2,5.05,89.84,21.2,29.2,1.4,0.293,0.084,1152,-70.7,3.34E-07,11.1,29.6,50.1,201751.4,0,"Transition pass, checking battery charge switch-over.",Nominal Operations
PASS-1300,SAT-2025,10,2026-06-30T18:00:00Z,9.52,eclipse,GS-GSOC,25.3,0.024,5.03,78.57,20.8,27.7,-61,0.284,0.085,1119,-70.7,1.75E-07,10.4,31.5,49.3,207722.6,0,Battery draw within predicted eclipse profile.,Nominal Operations
PASS-1301,SAT-2026,1,2026-06-30T05:00:00Z,10.79,sunlight,GS-GSOC,28.23,4.72,5.02,95.2,21.2,28.4,69.4,0.19,0.14,-1330,-70.5,8.83E-08,10.1,38.6,47.1,219370.9,0,"Sunlight operations stable, EPS performing well.",Nominal Operations
PASS-1302,SAT-2026,2,2026-06-30T06:30:00Z,10.13,sunlight,GS-SVALBARD,28.15,4.34,4.99,95.77,22.6,24.6,66.3,0.203,0.138,-1293,-70.2,1.65E-07,7.6,38.4,46.6,225378.7,0,Solar array output stable. Bus voltage nominal.,Nominal Operations
PASS-1303,SAT-2026,3,2026-06-30T08:00:00Z,11.12,transition,GS-GSOC,27.09,1.5,5.01,86.78,22.5,26.7,5.6,0.183,0.133,-1214,-71.2,3.18E-07,11,37.9,46.8,231445.9,0,"Transition pass, checking battery charge switch-over.",Nominal Operations
PASS-1304,SAT-2026,4,2026-06-30T09:30:00Z,10.9,eclipse,GS-GSOC,25.13,0.009,5.05,76.37,20.9,27.8,-49.2,0.201,0.138,-1273,-70.8,1.07E-07,10.1,41.8,44.6,237499.9,0,"Battery discharging during shadow phase, values nominal.",Nominal Operations
PASS-1305,SAT-2026,5,2026-06-30T11:00:00Z,8.87,eclipse,GS-GSOC,25.47,0.023,4.99,78.05,21.4,25.9,-59.3,0.216,0.124,-1199,-70.8,1.21E-07,11.4,38.5,43.9,243432.1,0,Satellite in eclipse. Power subsystem performing within specs.,Nominal Operations
PASS-1306,SAT-2026,6,2026-06-30T12:30:00Z,11.23,transition,GS-SVALBARD,26.89,1.58,5,87.5,23,29.3,5.5,0.196,0.119,-1228,-71.7,1.71E-07,11.5,37.8,42.3,249505.9,0,Orbit transition phase. Subsystem parameters adjusting.,Nominal Operations
PASS-1307,SAT-2026,7,2026-06-30T14:00:00Z,9.8,sunlight,GS-SVALBARD,28,4.49,5.02,96.16,25.2,27.5,58.6,0.243,0.118,-1175,-70.5,2.46E-07,11.2,40.2,42.4,255493.9,0,"Solar panel current normal, battery charging.",Nominal Operations
PASS-1308,SAT-2026,8,2026-06-30T15:30:00Z,10.43,sunlight,GS-KIRUNA,28.1,4.58,5.05,96.25,21,29.6,67.3,0.211,0.132,-1243,-71.5,4.08E-07,10.6,41.4,43.6,261519.7,0,"Sunlight pass, battery charge rate within predicted models.",Nominal Operations
PASS-1309,SAT-2026,9,2026-06-30T17:00:00Z,11.05,transition,GS-ADELAIDE,26.82,1.73,4.99,90.56,23.5,30.8,6.9,0.208,0.113,-1254,-70.2,1.62E-07,10.7,41,43.6,267582.7,0,Leaving shadow. Solar array beginning to generate power.,Nominal Operations
PASS-1310,SAT-2026,10,2026-06-30T18:30:00Z,8.51,eclipse,GS-GSOC,25.39,0.021,5.03,78.77,21.6,22.8,-60.2,0.199,0.124,-1332,-70.4,2.70E-07,10.5,43.9,44.1,273493.3,0,"Eclipse entry, solar current zeroed as expected.",Nominal Operations
PASS-1311,SAT-2027,1,2026-06-30T05:30:00Z,10.14,sunlight,GS-KIRUNA,28.14,4.7,4.99,93.89,21.5,28.2,74.2,0.338,0.117,1261,-68,4.03E-07,10.2,40.1,47.8,384593.2,0,"Sunlight tracking nominal, EPS fully charged.",Nominal Operations
PASS-1312,SAT-2027,2,2026-06-30T07:00:00Z,9.22,sunlight,GS-MASPALOMAS,27.86,4.29,5.04,95.88,23.1,25.6,63.2,0.298,0.103,1291,-67.9,1.76E-08,10.8,38.4,46.7,390546.4,0,All systems healthy in sunlit portion of the orbit.,Nominal Operations
PASS-1313,SAT-2027,3,2026-06-30T08:30:00Z,10.01,transition,GS-PERTH,26.95,1.63,5.04,86.73,21.4,26.4,18.1,0.319,0.117,1224,-69.1,4.33E-07,12.2,37.5,47.5,396547,0,"Transition mode, power bus voltage stable.",Nominal Operations
PASS-1314,SAT-2027,4,2026-06-30T10:00:00Z,9.29,eclipse,GS-ADELAIDE,24.99,0.023,5.02,65,35.3,29.4,-56.6,0.328,0.113,1216,-69.7,2.37E-07,10.4,55,45.8,402504.4,0,Multiple subsystems showing stress: EPS and thermal parameters elevated.,Multi-System Stress
PASS-1315,SAT-2027,5,2026-06-30T11:30:00Z,11.33,eclipse,GS-SVALBARD,24.58,0.017,5.08,59.5,37.6,24.8,-54.4,0.324,0.112,1219,-71.3,2.35E-07,11,62,45.2,408584.2,0,Multiple subsystems showing stress: EPS and thermal parameters elevated.,Multi-System Stress
PASS-1316,SAT-2027,6,2026-06-30T13:00:00Z,11.48,transition,GS-GSOC,24.18,1.83,4.99,54,38.2,28.6,2.8,0.343,0.111,1150,-71.2,2.10E-07,10.6,69,45.6,414673,0,Multiple subsystems showing stress: EPS and thermal parameters elevated.,Multi-System Stress
PASS-1317,SAT-2027,7,2026-06-30T14:30:00Z,8.53,sunlight,GS-PERTH,23.84,4.67,4.99,48.5,40,29.9,65.7,0.34,0.116,1115,-72.8,3.39E-07,10.5,76,45.3,420584.8,0,OBC temp and CPU load concurrently above nominal baselines.,Multi-System Stress
PASS-1318,SAT-2027,8,2026-06-30T16:00:00Z,10.38,sunlight,GS-GSOC,23.42,4.57,5.02,43,42.1,29.7,67.1,0.296,0.114,1133,-73.2,2.64E-07,9,83,46.1,426607.6,0,Coincident warnings on power bus and thermal subsystems.,Multi-System Stress
PASS-1319,SAT-2027,9,2026-06-30T17:30:00Z,9.73,transition,GS-ADELAIDE,23,1.37,5.06,37.5,44.6,26.9,12.4,0.289,0.124,1183,-73.3,4.81E-07,10,90,45.3,432591.4,0,Multiple subsystems showing stress: EPS and thermal parameters elevated.,Multi-System Stress
PASS-1320,SAT-2027,10,2026-06-30T19:00:00Z,11.44,eclipse,GS-PERTH,22.56,0.023,5.06,32,45.7,28.1,-57.6,0.37,0.128,1183,-73,3.85E-07,9.7,95,44.2,438677.8,0,"Critical multi-system fault: V=22.56V, Temp=45.7°C, CPU=95.0%.",Multi-Anomaly Breach (temp+cpu)
PASS-1321,SAT-2028,1,2026-06-30T06:00:00Z,10.64,sunlight,GS-ADELAIDE,28.2,4.6,5.02,94.73,22.6,29,68.1,0.289,0.142,-1270,-72,3.85E-07,10.6,36.6,52.1,179910,0,Battery fully charged. Solar array output nominal.,Nominal Operations
PASS-1322,SAT-2028,2,2026-06-30T07:30:00Z,10.13,sunlight,GS-ADELAIDE,28.12,4.97,5.05,95.37,23.9,27.5,62.6,0.297,0.148,-1342,-72.4,4.28E-07,10.3,37.2,52.5,185917.8,0,"Acquisition of signal successful, subsystems in nominal sunlight state.",Nominal Operations
PASS-1323,SAT-2028,3,2026-06-30T09:00:00Z,10.39,transition,GS-KIRUNA,26.67,1.86,4.97,88.11,21.4,29.1,4.8,0.285,0.134,-1421,-72.2,3.24E-07,10.5,33.9,52.3,191941.2,0,Orbit penumbra exit. Normal tracking lock.,Nominal Operations
PASS-1324,SAT-2028,4,2026-06-30T10:30:00Z,8.59,eclipse,GS-SVALBARD,25.64,0.018,5.01,78.43,23.9,31.9,-60,0.301,0.116,-1421,-72,6.20E-08,9.5,34.5,51.9,197856.6,0,"Battery discharging during shadow phase, values nominal.",Nominal Operations
PASS-1325,SAT-2028,5,2026-06-30T12:00:00Z,11.19,eclipse,GS-KIRUNA,25.05,0.02,4.99,77.58,22.5,24.7,-57,0.286,0.124,-1359,-72.8,4.25E-08,9.4,34.5,52.4,203928,0,Solar current is zero in shadow. Discharging battery.,Nominal Operations
PASS-1326,SAT-2028,6,2026-06-30T13:30:00Z,10.32,transition,GS-SVALBARD,26.78,1.89,4.97,88.31,24.8,27.7,13.5,0.35,0.111,1231,-72.4,1.25E-07,10.9,35,50.2,209947.2,0,Minor ADCS pointing jitter. Wheel speed at 1231 RPM.,ADCS Nominal Drift
PASS-1327,SAT-2028,7,2026-06-30T15:00:00Z,10.03,sunlight,GS-MASPALOMAS,28.18,4.92,4.97,96.94,22.1,24.7,60.5,0.9,0.116,1594,-73.4,3.83E-07,10.6,35,49.6,215949,0,Minor ADCS pointing jitter. Wheel speed at 1594 RPM.,ADCS Nominal Drift
PASS-1328,SAT-2028,8,2026-06-30T16:30:00Z,9.03,sunlight,GS-SVALBARD,28.16,4.56,5.07,94.59,23.8,28.3,61.1,1.45,0.105,1957,-72.6,3.20E-07,10.7,35.5,49.9,221890.8,0,Minor ADCS pointing jitter. Wheel speed at 1957 RPM.,ADCS Nominal Drift
PASS-1329,SAT-2028,9,2026-06-30T18:00:00Z,9.29,transition,GS-KIRUNA,26.54,1.67,5.05,86.91,23.7,31.1,10.1,2,0.117,2320,-72.5,3.64E-07,10.4,36.3,49.6,227848.2,0,Minor ADCS pointing jitter. Wheel speed at 2320 RPM.,ADCS Nominal Drift
PASS-1330,SAT-2028,10,2026-06-30T19:30:00Z,8.57,eclipse,GS-MASPALOMAS,25.91,0.027,5.04,79.56,20.3,30.1,-59.1,2.55,0.142,2683,-69.4,1.73E-07,8.9,36.5,48.4,233762.4,0,Minor ADCS pointing jitter. Wheel speed at 2683 RPM.,ADCS Nominal Drift
PASS-1331,SAT-2029,1,2026-06-30T06:30:00Z,9.06,sunlight,GS-ADELAIDE,27.83,4.32,5.01,94.21,23.6,25.5,64.3,0.249,0.09,1185,-74.1,1.47E-07,10.8,36.2,45.7,241225.4,0,Solar array output stable. Bus voltage nominal.,Nominal Operations
PASS-1332,SAT-2029,2,2026-06-30T08:00:00Z,9.85,sunlight,GS-SVALBARD,28,4.32,5.03,96.23,24.7,29.6,64.2,0.183,0.106,1124,-75,1.20E-07,11.8,37.2,44.2,247216.4,0,Nominal sunlight pass. Battery SOC recovering.,Nominal Operations
PASS-1333,SAT-2029,3,2026-06-30T09:30:00Z,11.49,transition,GS-MASPALOMAS,26.75,1.91,4.98,85.91,23.7,27.2,16,0.233,0.107,1098,-76.7,3.37E-07,8.9,38.8,44.1,253305.8,0,"Transitioning to sunlight, solar array output rising.",Nominal Operations
PASS-1334,SAT-2029,4,2026-06-30T11:00:00Z,10.68,eclipse,GS-KIRUNA,24.99,0.017,5,77.8,24.7,28.2,-53.1,0.23,0.1,1147,-88.3,2.00E-07,6,40,42.2,259346.6,0,Acquisition link signal weak at -88.3 dBm. Bit errors remain nominal.,Comms Marginal
PASS-1335,SAT-2029,5,2026-06-30T12:30:00Z,10.54,eclipse,GS-MASPALOMAS,25.53,0.023,5,79.98,21,29.1,-55,0.174,0.1,1190,-90.2,1.26E-06,4.8,42.4,42.5,265379,0,Comms subsystem experiencing elevated noise floor.,Comms Degradation
PASS-1336,SAT-2029,6,2026-06-30T14:00:00Z,10.87,transition,GS-SVALBARD,27.05,1.87,4.98,91.35,23.2,28,2.3,0.208,0.108,1244,-93.2,7.96E-06,3.6,40.8,40.8,271431.2,0,RSSI low. RF environment degraded during pass.,Comms Degradation
PASS-1337,SAT-2029,7,2026-06-30T15:30:00Z,8.64,sunlight,GS-ADELAIDE,28.07,4.4,5.02,95.23,26.2,28.2,71.5,0.226,0.127,1205,-97.3,5.02E-05,2.4,41.4,39.3,277349.6,0,Packet drops detected. BER showing minor upward trend.,Comms Degradation
PASS-1338,SAT-2029,8,2026-06-30T17:00:00Z,8.61,sunlight,GS-KIRUNA,28.22,4.66,4.99,95.5,23.6,25.2,66.7,0.295,0.124,1274,-100.7,0.000317,1.2,40.3,40.7,283266.2,0,Link quality failed: BER at 3.2e-04 with RSSI -100.7 dBm. telemetry frames corrupt.,Hard Limit Breach (BER)
PASS-1339,SAT-2029,9,2026-06-30T18:30:00Z,10.97,transition,GS-GSOC,26.9,1.72,5.05,89.13,20.2,28.6,3.8,0.329,0.113,1338,-103.3,0.002,0.5,41,39.5,289324.4,0,Link quality failed: BER at 2.0e-03 with RSSI -103.3 dBm. telemetry frames corrupt.,Hard Limit Breach (BER)
PASS-1340,SAT-2029,10,2026-06-30T20:00:00Z,10.42,eclipse,GS-ADELAIDE,25.72,0.02,4.98,77.62,22.3,28.3,-47.2,0.324,0.123,1362,-105.9,0.0126,0.5,41.4,39.9,295349.6,0,Link quality failed: BER at 1.3e-02 with RSSI -105.9 dBm. telemetry frames corrupt.,Hard Limit Breach (BER)
PASS-1341,SAT-2030,1,2026-06-30T07:00:00Z,10.28,sunlight,GS-SVALBARD,28.31,4.62,5.05,95.83,21.6,32.1,66.9,0.351,0.098,-1187,-74.5,3.25E-07,11.1,38.7,44.5,397808.6,0,"Solar panel current normal, battery charging.",Nominal Operations
PASS-1342,SAT-2030,2,2026-06-30T08:30:00Z,10.08,sunlight,GS-ADELAIDE,28.43,4.58,5.09,95.48,22.9,26.2,67.9,0.325,0.11,-1145,-73.6,4.69E-07,9.3,40,44,403813.4,0,"Sunlight operations stable, EPS performing well.",Nominal Operations
PASS-1343,SAT-2030,3,2026-06-30T10:00:00Z,9.89,transition,GS-PERTH,27.06,1.64,5.06,89.11,21.3,27.7,10.3,0.31,0.122,-1104,-73.6,1.26E-07,9.9,40.2,43.9,409806.8,0,Leaving shadow. Solar array beginning to generate power.,Nominal Operations
PASS-1344,SAT-2030,4,2026-06-30T11:30:00Z,8.93,eclipse,GS-MASPALOMAS,25.47,0.02,5.02,79.54,22.5,28.8,-54,0.35,0.114,1206,-74.3,1.04E-08,10.6,40.3,44.6,415742.6,0,Minor ADCS pointing jitter. Wheel speed at 1206 RPM.,ADCS Nominal Drift
PASS-1345,SAT-2030,5,2026-06-30T13:00:00Z,9.52,eclipse,GS-MASPALOMAS,26.05,0.024,5.07,79.14,22.7,26.1,-53.9,0.9,0.106,1519,-74.1,4.46E-07,12.7,37.2,45.9,421713.8,0,Minor ADCS pointing jitter. Wheel speed at 1519 RPM.,ADCS Nominal Drift
PASS-1346,SAT-2030,6,2026-06-30T14:30:00Z,11.38,transition,GS-SVALBARD,26.78,1.92,5,88.22,22.3,31.1,6.1,1.45,0.115,1832,-73.8,3.57E-07,12,36,45.6,427796.6,0,Minor ADCS pointing jitter. Wheel speed at 1832 RPM.,ADCS Nominal Drift
PASS-1347,SAT-2030,7,2026-06-30T16:00:00Z,9.4,sunlight,GS-PERTH,28.11,4.72,5.05,95.04,21.3,27.9,68,2,0.127,2145,-74.7,3.30E-07,9.9,39.3,45.2,433760.6,0,Minor ADCS pointing jitter. Wheel speed at 2145 RPM.,ADCS Nominal Drift
PASS-1348,SAT-2030,8,2026-06-30T17:30:00Z,9.86,sunlight,GS-SVALBARD,28.09,4.33,5.03,94.66,21.2,27.1,69.9,2.55,0.118,2458,-74.2,1.84E-07,11.2,39.4,43.6,439752.2,0,Minor ADCS pointing jitter. Wheel speed at 2458 RPM.,ADCS Nominal Drift
PASS-1349,SAT-2030,9,2026-06-30T19:00:00Z,10.12,transition,GS-SVALBARD,26.84,1.97,4.98,84.95,20.5,27.5,20.4,3.1,0.096,2771,-74.6,7.46E-08,11.2,38.2,44.4,445759.4,0,ADCS warning: pointing error at 3.1°. High wheel speed at 2771 RPM.,ADCS Warning
PASS-1350,SAT-2030,10,2026-06-30T20:30:00Z,11,eclipse,GS-SVALBARD,25.72,0.022,5,75.85,23.4,22.6,-55.6,3.65,0.095,3084,-75.3,1.41E-08,9.4,36,45.4,451819.4,0,ADCS warning: pointing error at 3.65°. High wheel speed at 3084 RPM.,ADCS Warning
PASS-1351,SAT-2031,1,2026-06-30T07:30:00Z,9.87,sunlight,GS-GSOC,28.62,4.14,5.07,95.55,21.9,29.1,67.6,0.243,0.142,-1285,-74.4,4.49E-07,12,33.9,46.4,325722.7,0,"Acquisition of signal successful, subsystems in nominal sunlight state.",Nominal Operations
PASS-1352,SAT-2031,2,2026-06-30T09:00:00Z,9.97,sunlight,GS-PERTH,28.34,4.54,4.99,94.28,21.3,30.6,71.1,0.245,0.134,-1298,-73.7,6.57E-08,11.9,34,45.6,331720.9,0,"Acquisition of signal successful, subsystems in nominal sunlight state.",Nominal Operations
PASS-1353,SAT-2031,3,2026-06-30T10:30:00Z,8.74,transition,GS-KIRUNA,27.01,1.64,5.03,85.85,20.8,26.2,15.9,0.246,0.128,-1222,-73.4,3.27E-07,10,33.5,44.8,337645.3,0,"Entering eclipse transition, solar current decreasing.",Nominal Operations
PASS-1354,SAT-2031,4,2026-06-30T12:00:00Z,8.99,eclipse,GS-GSOC,25.76,0.014,5.04,80.02,23.2,26.5,-61.2,0.265,0.133,-1145,-73.3,1.37E-07,10.3,33.7,44.6,343584.7,0,Satellite in eclipse. Power subsystem performing within specs.,Nominal Operations
PASS-1355,SAT-2031,5,2026-06-30T13:30:00Z,10.77,eclipse,GS-SVALBARD,25.67,0.023,5.06,76.75,22.9,24.3,-57.1,0.293,0.127,-1147,-87.7,2.00E-07,6,35.2,43.3,349630.9,0,Acquisition link signal weak at -87.7 dBm. Bit errors remain nominal.,Comms Marginal
PASS-1356,SAT-2031,6,2026-06-30T15:00:00Z,10.38,transition,GS-KIRUNA,26.98,1.81,5.03,87.86,21.2,26.8,11.4,0.238,0.135,-1080,-91.2,1.26E-06,4.8,34,44.2,355653.7,0,Packet drops detected. BER showing minor upward trend.,Comms Degradation
PASS-1357,SAT-2031,7,2026-06-30T16:30:00Z,10.53,sunlight,GS-SVALBARD,28.11,4.72,4.99,95.84,23,26.4,64.4,0.288,0.131,-1066,-93.9,7.96E-06,3.6,34.9,44.7,361685.5,0,Comms subsystem experiencing elevated noise floor.,Comms Degradation
PASS-1358,SAT-2031,8,2026-06-30T18:00:00Z,10.83,sunlight,GS-MASPALOMAS,28.22,4.45,4.99,94.95,21.8,27.7,67.5,0.316,0.135,-993,-97.1,5.02E-05,2.4,32.4,43.7,367735.3,0,Link margin close to threshold. Comm system performance checked.,Comms Degradation
PASS-1359,SAT-2031,9,2026-06-30T19:30:00Z,9.01,transition,GS-PERTH,26.93,1.65,5,87.17,20.9,28.8,6.6,0.28,0.125,-1061,-100.2,0.000317,1.2,34.9,44.1,373675.9,0,Link quality failed: BER at 3.2e-04 with RSSI -100.2 dBm. telemetry frames corrupt.,Hard Limit Breach (BER)
PASS-1360,SAT-2031,10,2026-06-30T21:00:00Z,8.82,eclipse,GS-ADELAIDE,25.58,0.018,5.08,78.28,19.9,28.1,-53.3,0.34,0.112,-997,-102.7,0.002,0.5,34.1,44,379605.1,0,Link quality failed: BER at 2.0e-03 with RSSI -102.7 dBm. telemetry frames corrupt.,Hard Limit Breach (BER)
PASS-1361,SAT-2032,1,2026-06-30T08:00:00Z,9.37,sunlight,GS-PERTH,28.18,4.49,5,94.7,31.2,29.6,64.8,0.343,0.111,1151,-73.2,2.08E-07,10.3,36.2,48.7,126103.6,0,Nominal sunlight pass. Battery SOC recovering.,Nominal Operations
PASS-1362,SAT-2032,2,2026-06-30T09:30:00Z,8.61,sunlight,GS-MASPALOMAS,28.17,4.6,5,93.86,30.5,28.3,66.3,0.355,0.099,1184,-73.9,2.46E-07,9.3,33.7,48.5,132020.2,0,All systems healthy in sunlit portion of the orbit.,Nominal Operations
PASS-1363,SAT-2032,3,2026-06-30T11:00:00Z,10.92,transition,GS-MASPALOMAS,26.74,1.6,5.04,88.76,31.2,27.7,3.1,0.378,0.098,1142,-73,1.89E-07,10.3,32.8,48.5,138075.4,0,Leaving shadow. Solar array beginning to generate power.,Nominal Operations
PASS-1364,SAT-2032,4,2026-06-30T12:30:00Z,8.86,eclipse,GS-SVALBARD,25.3,0.012,5.05,75.64,30.8,28.2,-56.5,0.338,0.114,1211,-73.2,3.87E-08,9.8,31.1,47.9,144007,0,"Orbital shadow, EPS on battery draw only.",Nominal Operations
PASS-1365,SAT-2032,5,2026-06-30T14:00:00Z,11.44,eclipse,GS-PERTH,25.6,0.021,5.01,76.37,30.3,28.3,-56.8,0.347,0.106,1171,-73,3.83E-07,10.7,30.4,48.3,150093.4,0,"Standard eclipse operations, thermal nominal.",Nominal Operations
PASS-1366,SAT-2032,6,2026-06-30T15:30:00Z,10.61,transition,GS-PERTH,26.97,1.99,5.01,90.86,30.5,25.7,9.4,0.331,0.113,1217,-73.5,4.98E-07,10.2,31.7,47.6,156130,0,OBC thermal parameters elevated. Fan/heater state confirmed off.,Thermal Drift
